Account,Company,Order,SKU,Country,Year,Quantity,UnitPrice,transactionComplete
123456785,Pryianka Ji,99998,s9-supercomputer,Spain,1997,2969,182,True
123456775,My SQ Man,99992,s10-supercomputer,Bahamas,2004,4733,119,False
123456779,Pryianka Ji,99980,s8-supercomputer,Martinique,1986,3533,185,False
123456782,Pryianka Ji,99993,s2-supercomputer,Sao Tome and Principe,2017,6225,199,False
123456777,Gen Power,99986,s6-supercomputer,French Guiana,2014,5830,440,False
123456776,ABC Dogma,99999,s9-supercomputer,French Guiana,2006,117,532,False
123456788,Kirlosker Service Center,99989,s11-supercomputer,Cook Islands,2008,4367,416,False
123456787,Loolo INC,99989,s3-supercomputer,Sudan,1992,3668,119,True
123456788,GitHub,99987,s4-supercomputer,Austria,2015,2761,98,True
123456777,My SQ Man,99994,s9-supercomputer,Belgium,1979,9474,154,False
123456786,Kirlosker Service Center,99996,s6-supercomputer,Brazil,1995,9573,190,False
123456780,Super Sexy Dingo,99995,s11-supercomputer,Hungary,1994,6245,154,False
123456781,Super Sexy Dingo,99993,s8-supercomputer,Suriname,1998,581,184,True
123456789,GitHub,99997,s8-supercomputer,Bangladesh,2008,5171,295,True
123456786,Loolo INC,99998,s6-supercomputer,Slovenia,1976,499,605,False
123456785,Super Sexy Dingo,99999,s5-supercomputer,Moldova,1994,3067,585,True
123456779,Super Sexy Dingo,99985,s11-supercomputer,Cayman Islands,1982,9768,612,True
123456773,Super Sexy Dingo,99980,s9-supercomputer,Jordan,1992,364,388,True
123456786,Pryianka Ji,99985,s11-supercomputer,Sweden,1992,1851,252,False
123456775,Pryianka Ji,99990,s5-supercomputer,Macao,2004,2573,272,True
123456783,SAS Web Tec,99982,s4-supercomputer,Egypt,2000,8171,260,True
123456772,ABC Dogma,99985,s7-supercomputer,Sweden,2016,3176,360,True
123456774,SAS Web Tec,99993,s2-supercomputer,Martinique,1970,9795,364,True
123456775,Will LLC,99994,s10-supercomputer,Belarus,1987,5284,664,False
123456782,Name IT,99999,s9-supercomputer,Western Sahara,2005,8546,117,True
123456773,My SQ Man,99990,s9-supercomputer,Kyrgyz Republic,2008,6977,603,True
123456789,Gen Power,99999,s1-supercomputer,Iraq,1992,7093,343,True
123456783,Gen Power,99980,s3-supercomputer,Turkmenistan,1983,6853,245,True
123456781,Name IT,99993,s4-supercomputer,Sudan,1987,9219,599,True
123456779,Super Sexy Dingo,99999,s8-supercomputer,United Kingdom,2017,1011,644,True
123456782,Super Sexy Dingo,99982,s1-supercomputer,Faroe Islands,1985,4111,495,True
123456785,SAS Web Tec,99986,s7-supercomputer,Mauritius,2003,6952,199,False
123456771,ABC Dogma,99991,s5-supercomputer,Niue,1979,7596,20,False
123456789,ABC Dogma,99991,s2-supercomputer,Canada,2008,344,563,True
123456785,Will LLC,99986,s9-supercomputer,Zimbabwe,2014,1076,92,False
123456775,Loolo INC,99986,s7-supercomputer,Poland,1995,5559,350,True
123456783,Super Sexy Dingo,99989,s1-supercomputer,Dominican Republic,1992,617,143,True
123456780,Gen Power,99992,s5-supercomputer,Qatar,2004,4445,334,True
123456786,Loolo INC,99980,s9-supercomputer,Honduras,2019,6292,329,False
123456771,Will LLC,99993,s10-supercomputer,Spain,2012,8384,513,False
123456786,Pryianka Ji,99993,s6-supercomputer,Belarus,1991,3820,261,False
123456771,Loolo INC,99992,s10-supercomputer,Western Sahara,1992,9456,398,True
123456787,SAS Web Tec,99992,s4-supercomputer,Guyana,2001,1133,26,False
123456789,ABC Dogma,99986,s4-supercomputer,Madagascar,1973,3633,32,True
123456773,Kulas Inc,99996,s7-supercomputer,Liberia,1993,2497,685,True
123456774,Loolo INC,99999,s7-supercomputer,Moldova,2014,2913,575,True
123456789,Kulas Inc,99995,s8-supercomputer,India,1997,2650,230,True
123456774,SAS Web Tec,99996,s6-supercomputer,Equatorial Guinea,1979,4596,132,True
123456785,Name IT,99990,s5-supercomputer,Mauritius,2017,3041,553,False
123456774,Gen Power,99996,s5-supercomputer,Brazil,2016,7323,198,True
123456777,Will LLC,99980,s3-supercomputer,Nicaragua,1996,4654,31,True
123456778,SAS Web Tec,99985,s3-supercomputer,Comoros,1988,5366,592,False
123456772,My SQ Man,99986,s3-supercomputer,Switzerland,1984,9869,349,False
123456780,GitHub,99998,s3-supercomputer,Cote d'Ivoire,2000,4594,453,True
123456773,Kulas Inc,99991,s10-supercomputer,Kenya,1989,7369,188,True
123456778,Super Sexy Dingo,99994,s11-supercomputer,Oman,1984,387,284,True
123456786,Will LLC,99994,s2-supercomputer,Ethiopia,2009,7593,23,True
123456780,ABC Dogma,99997,s2-supercomputer,Luxembourg,1994,8493,60,True
123456775,Will LLC,99981,s9-supercomputer,Taiwan,1975,3612,43,False
123456774,ABC Dogma,99996,s10-supercomputer,Zambia,1988,6551,466,True
123456779,Pryianka Ji,99989,s10-supercomputer,Tanzania,1979,2187,509,True
123456773,Will LLC,99994,s5-supercomputer,United States Minor Outlying Islands,1970,3206,136,False
123456789,Super Sexy Dingo,99991,s11-supercomputer,Mauritania,1978,3985,47,True
123456781,Kirlosker Service Center,99987,s3-supercomputer,Sri Lanka,2015,1517,20,False
123456776,Loolo INC,99986,s2-supercomputer,Greenland,2011,6984,172,False
123456781,ABC Dogma,99990,s4-supercomputer,Mayotte,1989,6126,372,False
123456786,ABC Dogma,99982,s6-supercomputer,Peru,1978,1971,446,False
123456774,Pryianka Ji,99998,s9-supercomputer,Holy See (Vatican City State),2004,4116,64,True
123456774,Gen Power,99996,s5-supercomputer,Colombia,2018,8198,491,True
123456781,Kirlosker Service Center,99980,s10-supercomputer,Portugal,2009,697,269,True
123456771,Super Sexy Dingo,99980,s11-supercomputer,Greenland,1989,7479,689,True
123456773,SAS Web Tec,99985,s5-supercomputer,Ireland,1982,20,363,False
123456775,Loolo INC,99990,s4-supercomputer,American Samoa,2019,5489,670,True
123456776,My SQ Man,99999,s4-supercomputer,Iceland,1979,5754,104,False
123456788,Pryianka Ji,99983,s5-supercomputer,Thailand,2001,1153,578,False
123456788,Kulas Inc,99994,s10-supercomputer,Malta,2018,3360,20,True
123456773,My SQ Man,99996,s4-supercomputer,Bahrain,1988,7108,638,False
123456773,SAS Web Tec,99997,s4-supercomputer,Kuwait,2004,5605,45,False
123456784,SAS Web Tec,99992,s8-supercomputer,Nicaragua,1989,9289,90,False
123456772,GitHub,99983,s2-supercomputer,Solomon Islands,1997,5705,376,True
123456770,Name IT,99990,s1-supercomputer,Portugal,2012,727,413,False
123456775,Loolo INC,99995,s9-supercomputer,Tanzania,1972,8551,318,False
123456785,Gen Power,99987,s11-supercomputer,French Guiana,1996,9164,479,False
123456782,Super Sexy Dingo,99992,s3-supercomputer,Antarctica (the territory South of 60 deg S),1992,3279,693,True
123456777,Gen Power,99998,s2-supercomputer,Syrian Arab Republic,1995,2096,570,True
123456784,Kulas Inc,99983,s10-supercomputer,Barbados,2011,7672,605,True
123456771,SAS Web Tec,99982,s4-supercomputer,Wallis and Futuna,1992,8896,539,False
123456781,SAS Web Tec,99994,s5-supercomputer,Czech Republic,2018,8546,148,True
123456778,Name IT,99994,s9-supercomputer,Australia,1986,8538,611,False
123456775,GitHub,99985,s9-supercomputer,Micronesia,1995,936,287,False
123456775,SAS Web Tec,99996,s3-supercomputer,Turkmenistan,2007,6011,155,True
123456770,Loolo INC,99990,s11-supercomputer,Svalbard & Jan Mayen Islands,1973,2717,425,True
123456776,GitHub,99981,s10-supercomputer,Kazakhstan,1998,4583,141,False
123456776,GitHub,99985,s9-supercomputer,Guinea,1975,591,63,True
123456774,SAS Web Tec,99995,s1-supercomputer,Antarctica (the territory South of 60 deg S),1986,4031,193,False
123456785,Gen Power,99998,s2-supercomputer,Faroe Islands,2015,8182,403,True
123456781,ABC Dogma,99985,s8-supercomputer,Saint Martin,1975,7700,162,False
123456787,Kulas Inc,99986,s2-supercomputer,Colombia,1982,263,690,False
123456789,ABC Dogma,99989,s5-supercomputer,Mauritius,2017,4439,93,True
123456785,SAS Web Tec,99985,s5-supercomputer,Myanmar,1980,4359,511,False
123456783,SAS Web Tec,99982,s11-supercomputer,Slovenia,1972,8691,256,False
123456773,Name IT,99983,s3-supercomputer,Brunei Darussalam,2019,5661,614,False
123456782,SAS Web Tec,99990,s1-supercomputer,Thailand,2019,3360,644,False
123456781,Name IT,99992,s3-supercomputer,Saint Barthelemy,1996,80,601,False
123456771,SAS Web Tec,99985,s3-supercomputer,Philippines,1980,1756,327,False
123456778,Kulas Inc,99985,s6-supercomputer,Tonga,1988,5579,325,False
123456773,SAS Web Tec,99985,s5-supercomputer,Egypt,1979,9450,682,False
123456770,Gen Power,99985,s4-supercomputer,Malawi,2002,514,576,False
123456772,Gen Power,99985,s9-supercomputer,Tunisia,1993,1207,695,True
123456777,Super Sexy Dingo,99982,s3-supercomputer,Togo,2017,6921,245,True
123456778,My SQ Man,99989,s1-supercomputer,Slovenia,2019,3685,96,True
123456782,Will LLC,99985,s8-supercomputer,Uzbekistan,2007,5074,420,False
123456785,Kirlosker Service Center,99986,s8-supercomputer,Saint Helena,1978,641,121,True
123456782,My SQ Man,99983,s1-supercomputer,Uruguay,1997,4106,665,True
123456779,Super Sexy Dingo,99992,s3-supercomputer,South Africa,1977,3201,16,False
123456772,ABC Dogma,99987,s3-supercomputer,United Arab Emirates,2005,6568,71,True
123456781,Loolo INC,99994,s11-supercomputer,Bouvet Island (Bouvetoya),2005,9468,324,False
123456785,GitHub,99985,s10-supercomputer,Bolivia,2002,6054,526,True
123456785,Pryianka Ji,99991,s1-supercomputer,Christmas Island,1975,5224,20,True
123456785,Super Sexy Dingo,99994,s2-supercomputer,Myanmar,2009,3077,493,False
123456775,Will LLC,99981,s5-supercomputer,United Arab Emirates,2013,8002,629,True
123456784,My SQ Man,99996,s3-supercomputer,Guinea-Bissau,2009,6874,215,True
123456776,Gen Power,99987,s4-supercomputer,Algeria,1992,6606,582,True
123456777,Loolo INC,99990,s3-supercomputer,Palestinian Territory,1979,5673,24,False
123456780,My SQ Man,99994,s5-supercomputer,Azerbaijan,1999,7107,147,True
123456787,Super Sexy Dingo,99994,s6-supercomputer,Nicaragua,1982,4496,333,False
123456781,Gen Power,99991,s1-supercomputer,Burkina Faso,1985,9693,696,False
123456770,SAS Web Tec,99992,s11-supercomputer,Austria,2008,6346,336,True
123456777,Name IT,99980,s2-supercomputer,Bangladesh,2006,5256,362,False
123456775,Loolo INC,99993,s8-supercomputer,Mongolia,1980,2714,280,True
123456782,Will LLC,99981,s3-supercomputer,Cape Verde,2001,3552,157,False
123456770,Will LLC,99981,s7-supercomputer,Serbia,1986,611,304,True
123456777,Kulas Inc,99982,s7-supercomputer,Western Sahara,1978,554,275,True
123456777,ABC Dogma,99991,s11-supercomputer,Cote d'Ivoire,2011,5591,145,True
123456789,Pryianka Ji,99980,s10-supercomputer,Russian Federation,2010,9659,506,True
123456786,Gen Power,99994,s9-supercomputer,Yemen,2002,8676,528,False
123456773,Pryianka Ji,99990,s9-supercomputer,Chile,1978,5663,487,True
123456775,SAS Web Tec,99987,s7-supercomputer,New Zealand,1975,6856,421,True
123456785,Gen Power,99986,s11-supercomputer,Gibraltar,2017,5133,347,False
123456782,Kulas Inc,99986,s1-supercomputer,Angola,1994,4306,691,True
123456772,ABC Dogma,99995,s4-supercomputer,Morocco,1988,5005,199,False
123456773,Kulas Inc,99983,s1-supercomputer,Niger,2017,2180,41,True
123456776,Super Sexy Dingo,99987,s7-supercomputer,Eritrea,2008,7518,114,False
123456772,Kulas Inc,99998,s10-supercomputer,Germany,1988,8644,290,False
123456784,Kulas Inc,99990,s7-supercomputer,Azerbaijan,2006,2085,645,False
123456787,Kirlosker Service Center,99995,s1-supercomputer,Niger,2001,6699,688,True
123456771,My SQ Man,99983,s3-supercomputer,Central African Republic,1988,6152,94,False
123456779,Pryianka Ji,99980,s10-supercomputer,Samoa,1980,7221,84,True
123456778,Kirlosker Service Center,99985,s9-supercomputer,Macedonia,1997,7384,224,True
123456780,My SQ Man,99982,s9-supercomputer,Wallis and Futuna,1974,7550,295,True
123456784,Name IT,99985,s8-supercomputer,Nicaragua,2010,1736,195,True
123456782,Pryianka Ji,99994,s11-supercomputer,Cyprus,1977,7390,388,False
123456777,Will LLC,99998,s1-supercomputer,Jamaica,2015,2205,353,True
123456775,Gen Power,99995,s3-supercomputer,Guinea-Bissau,2016,1575,471,True
123456783,Kirlosker Service Center,99985,s3-supercomputer,Norway,1971,9337,686,True
123456777,GitHub,99989,s2-supercomputer,Nauru,1979,6557,696,False
123456778,GitHub,99989,s10-supercomputer,Myanmar,2000,4930,640,True
123456781,Super Sexy Dingo,99991,s6-supercomputer,Iceland,2012,7600,411,False
123456782,Will LLC,99991,s4-supercomputer,Switzerland,2015,5038,77,False
123456787,Loolo INC,99998,s1-supercomputer,Andorra,2019,1295,319,False
123456782,My SQ Man,99999,s5-supercomputer,Lebanon,2006,9283,282,True
123456770,Will LLC,99993,s11-supercomputer,Botswana,2011,7550,571,True
123456785,My SQ Man,99987,s9-supercomputer,Egypt,2000,2771,653,True
123456781,Name IT,99995,s1-supercomputer,Djibouti,1998,5077,266,True
123456777,GitHub,99990,s2-supercomputer,Netherlands Antilles,1989,5896,36,True
123456780,Super Sexy Dingo,99991,s5-supercomputer,France,2019,7279,434,False
123456775,SAS Web Tec,99993,s2-supercomputer,Mozambique,1986,1388,189,False
123456789,My SQ Man,99990,s3-supercomputer,Trinidad and Tobago,2004,2086,53,True
123456788,My SQ Man,99983,s11-supercomputer,Micronesia,2008,2313,553,True
123456777,SAS Web Tec,99996,s2-supercomputer,Bolivia,2000,3095,61,False
123456779,Loolo INC,99998,s2-supercomputer,Vietnam,2004,3100,350,False
123456783,Pryianka Ji,99992,s11-supercomputer,Sierra Leone,1981,3033,455,True
123456770,Kulas Inc,99998,s6-supercomputer,Bahamas,1984,5616,482,False
123456770,Super Sexy Dingo,99996,s7-supercomputer,New Caledonia,1990,3372,620,False
123456788,My SQ Man,99980,s4-supercomputer,Cyprus,1999,503,308,True
123456789,Kulas Inc,99980,s9-supercomputer,Sierra Leone,1985,3998,330,False
123456771,Will LLC,99993,s9-supercomputer,Svalbard & Jan Mayen Islands,2018,1633,147,True
123456781,Kirlosker Service Center,99980,s7-supercomputer,Norway,1980,9511,90,False
123456777,Will LLC,99995,s3-supercomputer,Guinea-Bissau,2003,6958,698,True
123456789,Pryianka Ji,99983,s10-supercomputer,Mozambique,1981,3055,640,True
123456775,Name IT,99981,s4-supercomputer,Estonia,1995,8014,109,False
123456784,Loolo INC,99996,s2-supercomputer,Guadeloupe,1988,8377,292,True
123456774,Super Sexy Dingo,99996,s9-supercomputer,Gabon,2007,5118,565,True
123456784,SAS Web Tec,99993,s4-supercomputer,Timor-Leste,1993,9675,682,False
123456773,Gen Power,99992,s2-supercomputer,Dominica,2012,8287,301,False
123456784,Super Sexy Dingo,99983,s1-supercomputer,Belize,1993,1730,322,False
123456775,Name IT,99993,s9-supercomputer,Angola,1996,6078,39,False
123456787,Pryianka Ji,99993,s8-supercomputer,Iran,1997,1439,658,True
123456782,Loolo INC,99998,s3-supercomputer,Georgia,2006,501,218,True
123456774,Loolo INC,99982,s7-supercomputer,Latvia,1981,6714,372,False
123456772,Pryianka Ji,99996,s4-supercomputer,China,1990,8047,195,True
123456780,Gen Power,99991,s2-supercomputer,Puerto Rico,1983,156,57,False
123456780,Kulas Inc,99986,s1-supercomputer,Slovenia,1973,437,346,True
123456788,Loolo INC,99983,s5-supercomputer,Falkland Islands (Malvinas),1991,2324,508,False
123456776,Will LLC,99981,s2-supercomputer,Faroe Islands,1993,1506,122,True
123456780,Kulas Inc,99987,s1-supercomputer,Korea,1974,1752,421,True
123456787,Loolo INC,99996,s9-supercomputer,Tonga,2000,1788,533,False
123456787,Will LLC,99983,s2-supercomputer,Senegal,1996,6361,165,True
123456785,My SQ Man,99999,s11-supercomputer,Saudi Arabia,2017,878,394,False
123456785,My SQ Man,99980,s4-supercomputer,Chile,2005,6251,419,True
123456774,My SQ Man,99992,s10-supercomputer,San Marino,2015,771,371,False
123456772,Name IT,99996,s9-supercomputer,Trinidad and Tobago,1981,6610,499,True
123456787,Name IT,99987,s3-supercomputer,Saint Helena,2007,8753,185,True
123456774,Name IT,99987,s2-supercomputer,United States Minor Outlying Islands,1997,4232,608,False
123456775,Loolo INC,99985,s3-supercomputer,Macao,2002,3910,627,False
123456785,Kulas Inc,99986,s2-supercomputer,Mauritania,1994,3790,544,True
123456777,Kulas Inc,99997,s4-supercomputer,Belize,2019,8712,348,False
123456785,Kulas Inc,99994,s9-supercomputer,Israel,1992,4295,673,True
123456770,Pryianka Ji,99994,s8-supercomputer,Greece,1998,7435,694,False
123456771,Kulas Inc,99998,s3-supercomputer,United States Minor Outlying Islands,2014,3133,414,False
123456779,Name IT,99989,s7-supercomputer,Nepal,1979,6594,597,False
123456779,Will LLC,99982,s3-supercomputer,Northern Mariana Islands,2014,4317,47,True
123456772,ABC Dogma,99993,s7-supercomputer,Israel,1995,5625,374,True
123456772,Kulas Inc,99989,s6-supercomputer,Georgia,1970,4593,510,False
123456785,Gen Power,99992,s5-supercomputer,Mali,1975,8410,593,True
123456788,Loolo INC,99999,s6-supercomputer,Seychelles,1972,2156,323,False
123456780,Will LLC,99996,s6-supercomputer,Qatar,2017,6187,509,False
123456777,Pryianka Ji,99992,s3-supercomputer,Georgia,1979,364,194,False
123456772,GitHub,99994,s3-supercomputer,Finland,1998,8535,47,True
123456783,Loolo INC,99999,s2-supercomputer,Djibouti,1990,208,189,True
123456779,SAS Web Tec,99983,s11-supercomputer,Croatia,1977,8433,168,True
123456783,Will LLC,99998,s8-supercomputer,Lesotho,2015,3788,665,False
123456779,My SQ Man,99983,s10-supercomputer,Cote d'Ivoire,2011,169,17,False
123456770,Super Sexy Dingo,99981,s2-supercomputer,Korea,2012,408,70,False
123456789,Loolo INC,99982,s9-supercomputer,Chile,1978,5053,102,True
123456772,Kirlosker Service Center,99992,s10-supercomputer,Italy,1975,3708,619,False
123456788,Pryianka Ji,99996,s9-supercomputer,Bulgaria,2018,9333,566,False
123456783,Will LLC,99980,s7-supercomputer,Saint Barthelemy,1999,746,700,False
123456779,Name IT,99985,s1-supercomputer,Guadeloupe,2016,7608,470,True
123456783,Name IT,99986,s9-supercomputer,Bosnia and Herzegovina,1999,594,318,True
123456775,ABC Dogma,99985,s11-supercomputer,Mali,2000,4044,225,False
123456781,GitHub,99996,s9-supercomputer,Tanzania,2005,9892,564,True
123456786,Will LLC,99995,s1-supercomputer,Anguilla,2018,5501,230,True
123456778,ABC Dogma,99995,s2-supercomputer,Aruba,1979,5048,68,False
123456789,Gen Power,99995,s8-supercomputer,Cote d'Ivoire,1980,8581,506,False
123456771,Name IT,99991,s8-supercomputer,Liechtenstein,2004,9910,27,True
123456785,Kirlosker Service Center,99980,s6-supercomputer,Paraguay,1990,463,87,False
123456785,My SQ Man,99983,s7-supercomputer,Lao People's Democratic Republic,2005,7552,11,True
123456783,Kulas Inc,99993,s6-supercomputer,Benin,2002,299,143,True
123456773,Super Sexy Dingo,99983,s6-supercomputer,Kuwait,2009,5279,699,False
123456783,ABC Dogma,99982,s2-supercomputer,Cuba,1995,120,560,False
123456787,GitHub,99987,s6-supercomputer,Brazil,1991,7112,225,True
123456780,GitHub,99995,s10-supercomputer,Comoros,2014,3016,288,True
123456770,Gen Power,99985,s4-supercomputer,Niger,2011,1189,686,False
123456778,Will LLC,99985,s8-supercomputer,Congo,1979,2450,76,False
123456777,Loolo INC,99996,s5-supercomputer,Vanuatu,1970,5200,96,True
123456789,ABC Dogma,99991,s8-supercomputer,Latvia,1989,643,503,False
123456785,Pryianka Ji,99995,s8-supercomputer,Bouvet Island (Bouvetoya),1990,2640,635,False
123456783,Super Sexy Dingo,99991,s7-supercomputer,Cuba,1991,3297,498,False
123456772,Kulas Inc,99982,s5-supercomputer,Cyprus,2006,7252,445,True
123456780,SAS Web Tec,99994,s11-supercomputer,Samoa,1971,5264,334,False
123456776,Super Sexy Dingo,99980,s11-supercomputer,Guinea,1997,609,603,False
123456786,Kulas Inc,99981,s9-supercomputer,Cyprus,2015,6585,670,False
123456780,My SQ Man,99991,s9-supercomputer,Iceland,2008,3706,598,False
123456785,Super Sexy Dingo,99999,s8-supercomputer,Lao People's Democratic Republic,1970,4889,334,True
123456787,Kirlosker Service Center,99986,s5-supercomputer,Pitcairn Islands,1991,748,10,False
123456785,SAS Web Tec,99983,s1-supercomputer,Chile,2007,2066,150,True
123456781,SAS Web Tec,99987,s2-supercomputer,Lebanon,2012,90,220,True
123456776,Name IT,99980,s5-supercomputer,Cote d'Ivoire,2000,7033,431,True
123456782,Super Sexy Dingo,99980,s3-supercomputer,Peru,1989,5461,525,False
123456773,Super Sexy Dingo,99993,s11-supercomputer,Panama,1994,5457,630,True
123456773,Loolo INC,99994,s2-supercomputer,Yemen,1982,1425,103,False
123456774,Super Sexy Dingo,99996,s2-supercomputer,Marshall Islands,1990,4944,611,True
123456774,GitHub,99990,s3-supercomputer,Yemen,1990,8613,657,True
123456787,GitHub,99997,s9-supercomputer,Liberia,2006,5548,363,False
123456780,Pryianka Ji,99993,s5-supercomputer,Syrian Arab Republic,2018,3193,532,False
123456789,Pryianka Ji,99987,s11-supercomputer,Cote d'Ivoire,1974,6836,209,False
123456771,Gen Power,99982,s3-supercomputer,Ireland,2012,7562,216,False
123456783,Super Sexy Dingo,99985,s2-supercomputer,Suriname,1996,6486,378,True
123456771,Loolo INC,99987,s4-supercomputer,Sierra Leone,1983,9837,157,False
123456780,Pryianka Ji,99992,s6-supercomputer,Spain,1971,4987,205,False
123456776,Loolo INC,99980,s7-supercomputer,Iraq,1985,4193,529,False
123456779,Kirlosker Service Center,99995,s11-supercomputer,Greece,2007,2297,455,False
123456780,Will LLC,99991,s11-supercomputer,British Indian Ocean Territory (Chagos Archipelago),2019,5212,327,True
123456772,ABC Dogma,99980,s4-supercomputer,Central African Republic,2007,5638,596,True
123456788,My SQ Man,99982,s11-supercomputer,Korea,1995,4308,500,False
123456788,Loolo INC,99994,s10-supercomputer,Romania,1977,813,355,True
123456778,Will LLC,99993,s7-supercomputer,Cayman Islands,1995,8899,130,True
123456779,Gen Power,99980,s7-supercomputer,Sao Tome and Principe,1999,3443,164,False
123456779,My SQ Man,99991,s9-supercomputer,Denmark,2014,2261,522,True
123456776,GitHub,99990,s1-supercomputer,Falkland Islands (Malvinas),1986,316,363,True
123456775,Loolo INC,99998,s8-supercomputer,Norway,1975,6970,320,False
123456771,ABC Dogma,99991,s8-supercomputer,Sudan,2002,1478,252,True
123456773,Gen Power,99983,s6-supercomputer,Korea,1996,3055,535,False
123456780,SAS Web Tec,99994,s4-supercomputer,Martinique,2008,8355,537,False
123456787,Kulas Inc,99991,s11-supercomputer,Belize,1987,6151,516,True
123456780,My SQ Man,99985,s10-supercomputer,Cape Verde,2009,5792,446,False
123456779,Loolo INC,99999,s9-supercomputer,Bermuda,1989,8199,639,False
123456777,Name IT,99982,s11-supercomputer,Saint Vincent and the Grenadines,2000,8659,287,False
123456785,Gen Power,99985,s1-supercomputer,Gabon,2008,7695,176,False
123456777,GitHub,99987,s6-supercomputer,Argentina,1972,8331,435,True
123456774,Kirlosker Service Center,99989,s2-supercomputer,Bahamas,2012,4526,446,False
123456773,Pryianka Ji,99982,s10-supercomputer,Zambia,2002,4200,111,True
123456786,GitHub,99983,s5-supercomputer,Syrian Arab Republic,1971,3701,190,False
123456789,ABC Dogma,99989,s1-supercomputer,Timor-Leste,2005,3436,310,False
123456785,Kulas Inc,99995,s3-supercomputer,Malaysia,1993,4313,142,False
123456786,GitHub,99989,s3-supercomputer,Guadeloupe,2011,7594,540,False
123456787,Loolo INC,99982,s6-supercomputer,Bouvet Island (Bouvetoya),1981,4921,262,False
123456772,Name IT,99994,s2-supercomputer,Djibouti,1979,1241,553,False
123456770,Loolo INC,99998,s6-supercomputer,Burkina Faso,2014,3164,174,False
123456787,Kulas Inc,99992,s4-supercomputer,Antarctica (the territory South of 60 deg S),1978,382,186,True
123456782,SAS Web Tec,99985,s5-supercomputer,Barbados,2015,3853,27,False
123456774,Kulas Inc,99992,s9-supercomputer,Brunei Darussalam,1972,8943,62,False
123456775,Pryianka Ji,99980,s8-supercomputer,Botswana,1983,2135,280,True
123456774,Will LLC,99981,s9-supercomputer,Bahamas,2016,8374,342,True
123456772,Pryianka Ji,99998,s8-supercomputer,Georgia,1988,9615,407,True
123456774,SAS Web Tec,99995,s5-supercomputer,Sri Lanka,2010,4933,179,False
123456776,Loolo INC,99985,s9-supercomputer,Haiti,1992,7453,249,True
123456771,Pryianka Ji,99985,s8-supercomputer,Marshall Islands,1994,6284,494,False
123456771,SAS Web Tec,99998,s7-supercomputer,Hungary,1995,5513,625,True
123456781,Kirlosker Service Center,99990,s9-supercomputer,Solomon Islands,1989,3077,679,False
123456772,SAS Web Tec,99991,s10-supercomputer,Vanuatu,1999,285,148,True
123456775,ABC Dogma,99980,s11-supercomputer,Guyana,1976,4845,353,False
123456785,Pryianka Ji,99996,s7-supercomputer,Palestinian Territory,1971,4011,382,True
123456789,ABC Dogma,99990,s7-supercomputer,Angola,2003,7006,659,True
123456777,Loolo INC,99999,s7-supercomputer,Cuba,1972,6789,252,True
123456788,Will LLC,99985,s9-supercomputer,Zimbabwe,1994,2506,502,False
123456783,Kirlosker Service Center,99989,s10-supercomputer,Israel,1989,3366,237,False
123456781,Gen Power,99981,s9-supercomputer,Belarus,2003,3277,44,False
123456772,Gen Power,99989,s10-supercomputer,Indonesia,2002,9723,668,True
123456776,My SQ Man,99989,s10-supercomputer,Tajikistan,2008,6157,619,False
123456783,Super Sexy Dingo,99985,s3-supercomputer,Qatar,1997,3025,506,False
123456773,Super Sexy Dingo,99995,s1-supercomputer,Albania,1978,8661,361,False
123456778,Kirlosker Service Center,99996,s7-supercomputer,Panama,1978,6277,468,True
123456783,Kulas Inc,99982,s5-supercomputer,Paraguay,2014,3488,247,True
123456784,Kulas Inc,99982,s1-supercomputer,Uruguay,1987,380,54,False
123456785,Kirlosker Service Center,99993,s6-supercomputer,Estonia,2004,8366,230,False
123456775,Kulas Inc,99994,s10-supercomputer,French Southern Territories,1993,8538,488,True
123456780,Kulas Inc,99994,s4-supercomputer,Estonia,1998,982,150,False
123456779,Will LLC,99985,s3-supercomputer,Cote d'Ivoire,1988,9520,283,True
123456776,GitHub,99991,s11-supercomputer,Guernsey,1995,8901,671,True
123456779,Kirlosker Service Center,99999,s1-supercomputer,Bolivia,2005,7861,47,True
123456776,My SQ Man,99999,s10-supercomputer,Slovakia (Slovak Republic),2002,4004,84,True
123456774,Will LLC,99994,s9-supercomputer,Yemen,1970,4564,305,False
123456772,ABC Dogma,99987,s10-supercomputer,Tonga,1984,7093,408,False
123456781,Super Sexy Dingo,99987,s5-supercomputer,Philippines,2000,500,271,True
123456781,Kulas Inc,99985,s6-supercomputer,Kyrgyz Republic,2000,9266,54,False
123456784,My SQ Man,99994,s6-supercomputer,Seychelles,1990,8918,439,False
123456776,Pryianka Ji,99985,s3-supercomputer,Bahamas,1977,449,511,False
123456778,GitHub,99992,s6-supercomputer,French Polynesia,2014,5154,207,True
123456785,Kirlosker Service Center,99994,s7-supercomputer,Austria,1977,251,126,True
123456778,Loolo INC,99989,s1-supercomputer,Bhutan,1990,9296,172,False
123456783,Loolo INC,99997,s6-supercomputer,Serbia,2004,9376,403,False
123456772,ABC Dogma,99999,s6-supercomputer,Macao,1994,3470,236,False
123456775,GitHub,99982,s6-supercomputer,British Indian Ocean Territory (Chagos Archipelago),1971,3912,501,False
123456776,Will LLC,99987,s6-supercomputer,Burkina Faso,1997,2997,299,True
